timestamp_ms,vehicle_id,speed_kmh,throttle_percent,brake_light,acceleration_g,steering_angle_deg,motor_rpm,motor_hv_voltage,motor_hv_current,motor_torque_nm,gear_selector,dbc_signal_count
0.377,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.378,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.380,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.383,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.386,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.386,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.389,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.391,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.394,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.397,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.397,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.400,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.402,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.405,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.405,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.408,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.411,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.413,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.414,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.416,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.419,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.422,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.425,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.427,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.428,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.430,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.433,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.436,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.439,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.439,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.441,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
